1.3868,1.1525,-0.21179,-1.8017,0.95142,0.4699,0.3036,-0.087866,0.25356,0.61861,1.3155,0.36402,0.031076,1.2291,-1.0233,0.47588,0.31176,0.47457,1.3642,-0.56151,1.5086,-0.051261,0.11851,0.51372,1.6525,0.69454,0.10362,-1.2509,0.42271,0.80641,-0.5805,-0.27362,-1.9171,0.42033,-0.67982,-1.3522,-1.2005,0.56604,-0.32056,-1.132,-0.12156,-1.2019,0.55292,-1.5141,-0.94248,-0.68248,0.20907,0.41336,-0.99409,-0.43063,0.6549,-0.51471,-0.92958,0.76151,0.3217,-0.17148,-0.5256,0.61873,0.65518,-2.4405,-0.28756,-1.18,-0.14712,0.82456,-0.8522,1.6162,-0.62642,1.2272,-1.7955,-0.23093
2.8461,2.9606,1.6825,1.3399,0.68212,0.46706,2.1166,0.076337,-0.23366,-0.58793,-0.55629,-0.46091,0.55872,-2.0212,0.23074,1.422,-1.1759,-0.61137,-0.304,0.54826,-0.75126,-0.35803,-2.1035,-0.18482,0.47845,-0.8347,0.87069,-1.6096,0.11858,0.9557,0.65298,0.11127,1.2748,-1.0383,0.043752,-0.57393,0.17002,0.03719,-0.89976,-0.19646,0.26082,0.37847,0.1796,0.74719,1.7141,1.0098,-0.9006,-1.1506,-0.13415,0.16436,1.0485,-0.76454,0.053145,-1.15,0.45715,-1.0337,1.5357,-1.1508,0.17528,-0.4851,0.39065,0.28911,-1.6216,0.5115,2.1165,-0.5081,-0.79405,-0.41627,1.0861,-0.032163
3.0647,2.4693,0.033549,-0.55875,1.6138,0.67951,0.21046,0.38569,-0.66359,0.58928,1.7435,1.0835,0.11085,-1.0697,0.31539,0.096305,-1.1183,1.0064,0.24154,0.51875,0.070565,-0.52482,-0.16223,-1.9886,-0.1349,-0.84383,0.81689,-0.80904,2.1057,1.078,-0.99948,0.095438,-2.0986,0.65487,0.76779,0.35749,-1.1537,-0.30012,0.34429,0.70814,0.86848,0.10903,-1.0215,-1.6294,-0.43651,-1.4317,-0.98633,0.11184,1.5122,-0.7059,-0.34864,0.60455,1.0195,0.1484,0.15085,1.4685,-0.78943,0.62034,-1.7141,1.6488,-0.071682,0.11729,-0.93768,-1.8343,0.37066,0.23439,-0.38889,-0.19547,-0.38791,-1.6648
1.4463,0.99656,-1.9054,0.23161,-2.639,-0.11082,-0.62441,0.63805,-0.72255,-0.90414,0.41606,-0.079456,1.041,-0.73428,1.7611,1.2638,0.099203,1.1647,1.4792,-1.5964,-1.876,1.1484,1.0295,0.7676,-0.39816,1.9048,0.30225,0.10873,-0.53862,0.83224,-0.17428,1.3283,-0.33941,0.56409,0.43229,0.65847,-0.29539,-0.44874,-0.1872,0.26122,-1.4425,-0.67256,1.3708,0.53678,-2.0962,1.0677,0.75324,0.84192,-0.33765,-0.56112,-0.82308,2.4293,-0.20618,1.4057,-0.14785,-0.93287,-0.40691,0.35569,0.18295,-0.018718,-0.68063,-1.7327,-2.3956,-0.84185,0.35864,0.51363,-0.2028,-0.14878,-0.086226,1.3754
-2.4238,-2.4976,-0.094741,-0.13109,-0.50635,0.55305,0.48021,-0.82297,-0.17955,1.0699,0.050602,0.61413,0.019349,0.70788,-0.41691,-1.3364,0.35664,-0.71216,1.111,0.5932,-0.80856,-0.35855,-0.52153,-0.5309,-0.82525,0.085327,0.66028,1.4309,1.223,0.096672,-0.77716,-1.2683,-1.5089,0.25368,0.23011,0.71971,0.35577,-0.22389,-1.4023,-0.59612,1.2305,-0.372,-0.3258,-0.98415,0.47571,-1.3577,0.28358,-0.87683,-1.4402,-1.1836,-0.23047,0.88336,0.56729,-0.87367,0.054292,0.93488,-0.49379,-0.60023,1.0143,1.0174,0.76837,-0.35438,1.0819,1.8218,0.33271,-0.6282,-1.1838,-1.6542,-0.51451,1.6298
-2.001,-2.9189,0.24521,1.4738,0.22707,1.9247,-1.149,-1.23,-0.55527,-1.7382,-0.15187,-0.32978,-1.0152,-1.0196,-0.0087427,-2.1001,1.3913,-0.74039,0.12633,-0.34305,-1.4202,-0.12408,0.56224,-0.33842,0.87091,-0.33668,-0.92925,1.2253,-0.48185,0.075085,-1.4593,-0.39694,0.89605,1.3994,0.83502,-0.63385,-0.48784,0.0090266,1.2142,-2.042,0.44909,-0.9446,0.24108,-0.22641,-0.23917,0.45134,0.81381,-1.0428,-0.37262,-0.65738,1.8212,-1.2952,-0.30474,0.50084,-0.73556,-0.65704,-0.05519,-1.3965,-0.83721,0.096937,1.5513,-1.7473,-1.374,-0.59881,0.08272,0.67049,-1.2781,-0.13715,0.5685,-0.65198
1.8519,-1.1092,0.27156,-0.61725,0.38779,-0.81262,0.22411,-0.10376,0.044704,0.14438,0.34598,0.55687,-0.024624,0.77304,0.075921,0.50878,0.69779,-0.73005,0.63547,-1.4761,0.33287,-0.40243,-1.0102,-0.23811,-0.49886,-0.08258,-1.1535,-0.63583,0.7885,0.08599,1.2668,-0.43056,-1.3321,-0.51197,-2.3221,-1.2281,0.2221,0.8824,1.0683,-0.85197,-1.0048,1.8694,0.15528,-0.97403,1.3307,-1.3066,-1.0249,0.99296,-1.6958,-0.01108,0.33439,0.88776,-1.5822,0.55321,-0.46929,1.5008,-0.60589,-0.19869,-0.76536,0.63758,1.2934,-1.1945,-0.10966,-0.52548,2.2559,1.0783,2.3584,0.80655,0.093837,0.51956
-3.0267,-1.3917,-0.25153,-0.58934,-0.063393,1.3648,0.91823,0.49917,-0.48069,-0.27849,-0.29063,-1.0136,-0.41153,-0.17423,-0.8809,-1.0455,0.10273,0.25519,-0.30409,-0.61774,-0.71918,0.24216,-2.0142,0.3008,-0.047259,-1.892,0.082175,0.020007,-1.2677,0.02217,-0.58903,-0.24643,-2.1436,0.56381,-0.86374,0.074808,0.014098,-0.90342,0.86684,1.0638,0.97598,-0.18085,-1.2152,-0.73979,0.47887,-0.13037,0.14579,-1.1221,-0.58752,0.26284,0.89621,-0.83971,0.82576,-0.69026,0.7479,-1.8913,1.6279,0.60577,-0.52514,-0.6961,0.81045,1.324,0.22498,0.49419,1.1607,0.28862,-1.0075,0.15056,-0.6154,0.82254
-2.4451,2.1803,-0.50542,0.39028,-0.89679,1.6594,1.7828,0.048684,-1.0924,1.4253,-0.97231,0.58639,-0.11082,0.47809,-0.2809,-2.1447,-1.7005,-1.0533,2.5085,-0.44378,0.32301,1.1365,-0.81487,-0.37558,-0.069632,0.52954,-0.71275,0.50526,-0.38948,-1.4649,-1.3858,0.37773,-1.2084,0.53998,1.4194,0.63243,-0.12052,-0.11469,-0.62225,0.82624,-0.40417,-0.4979,0.96516,-0.43329,-1.5541,-0.24544,-0.16054,-0.058074,-0.63126,1.3425,-1.1764,-0.78141,1.6428,-0.031548,0.28445,1.434,0.28998,1.3138,0.42794,-0.09682,0.36433,0.36969,-1.6309,-1.1566,-0.28201,1.9842,0.061986,-1.2165,0.50089,-0.45216
3.0866,0.01029,-0.18677,0.75169,-2.116,-0.36156,-0.38917,1.0901,0.44641,-0.51578,0.56528,0.25127,-0.87558,-1.0267,1.5721,-0.10319,-0.96752,2.0201,-0.8423,-1.3199,0.43126,-0.50725,-0.56083,1.0488,1.1144,0.31949,-1.8457,-0.54955,0.36072,0.24697,-0.64782,-0.052642,0.49675,0.63449,0.27864,-0.009565,1.6703,1.9995,-1.6913,0.15581,-0.55845,-1.151,1.3239,1.3833,0.16507,0.12237,-1.1663,0.48466,-1.1678,-1.4163,-1.5442,0.14569,-0.36342,-0.38581,-0.61112,0.5603,0.1414,0.064479,0.97129,-0.012103,-0.94055,0.53077,-0.2807,0.032495,2.3932,-0.64319,-0.78986,0.26476,-0.08066,0.27207
1.4009,2.7324,0.49955,-2.0457,-1.8271,0.14871,-0.9811,-0.70417,-0.29484,1.641,0.46294,1.3136,-0.65412,-0.04118,0.28648,-1.1476,0.89858,-0.026505,-1.7124,-2.1501,0.29845,-1.7466,-0.54923,-1.0359,-0.31639,0.20462,-0.79186,-0.13407,0.30053,-0.65104,-0.29061,-0.85602,0.25089,-0.54932,-0.83208,0.25727,-0.35851,-0.57104,0.26562,-0.51225,-1.2045,-0.67272,0.78113,1.3112,0.41369,-0.62859,-1.124,0.99153,-1.7495,1.1579,-0.62621,1.3107,-1.0583,1.6451,-1.4775,-0.52687,-0.17326,-0.25968,0.59129,0.064322,-0.94469,-0.87595,2.4318,-0.85231,0.19941,-0.66743,1.3054,-0.55038,-0.46348,1.316
