-0.002747,0.0021295
-0.0018659,0.00018538
0.001362,0.0022946
-0.0032788,-0.0023019
-0.0030902,0.002537
-3.2254e-05,0.0025119
0.0017225,0.00078105
0.0020821,-0.0021792
-0.0027972,0.00073949
-0.0026692,0.00039481
-0.00054495,0.0027348
-0.00064766,-0.0028163
0.0011375,0.0024974
-0.0010561,-0.0038901
-0.00033138,-0.00041961
-1.6308e-05,-0.00052739
-0.00045122,-0.00047894
-0.00029409,0.00015744
-0.00035938,-0.0010477
-0.00016252,-0.0011718
-0.0038211,0.0019209
-0.0012565,-0.0007943
-0.0016306,-0.0020351
0.00043809,-0.0020257
0.0011176,-0.0012489
0.00070033,-0.0011947
-0.0018529,-0.0025943
0.0027464,0.0026781
-0.00092498,0.00093681
-0.002087,-0.00026511
-0.004154,-0.0013298
-0.0016449,-0.00201
0.0028674,-7.7209e-05
0.0013296,0.0020609
0.0029685,0.0010996
0.0016472,-0.00090517
0.002116,0.0019963
-0.0011015,-0.0035178
-0.000382,0.0060323
-0.001465,-0.0033505
-0.0016227,-0.0010956
0.0019542,-0.0039721
0.0016876,-0.0020915
-0.0015169,0.00272
-0.00027799,-0.0025344
0.00061119,0.0012535
0.0023583,-0.00017445
0.00023514,-0.001053
-0.00022602,0.0017151
0.00022499,-0.0017112
0.00051403,-0.0018619
0.0014959,0.0053622
0.0021473,-0.0036235
-0.00076654,-0.0035123
-0.0024425,-0.0012958
0.0035574,0.0039385
-0.0039176,-0.0022893
0.00018125,-0.00091719
0.0021785,-0.00032615
-0.00051375,0.0015031
-0.00066764,0.0005952
-0.0016236,-0.0013868
-0.0007883,0.0014367
0.0024359,0.0027514
-0.0019319,0.0021916
0.0014368,-0.00087408
0.0017542,0.0012686
0.0012995,0.0052728
-0.00083164,-0.0013012
0.039382,0.0063801
-0.0017082,0.0024917
0.0018901,0.00080747
-0.00030164,0.00077942
-0.00069355,0.0010965
0.0013107,-0.0015123
-0.00081303,0.0012821
-0.0011617,-0.00014203
-0.0019246,-0.0010203
8.2398e-05,0.0020089
0.0006758,0.0013866
-0.0017924,-0.004031
-0.0022484,-0.0049973
-0.0030805,-0.00033533
0.00011261,0.0020293
0.0017296,-0.0017349
0.0012578,-0.002044
0.0022844,-0.0023232
-0.0007682,-0.00046699
-0.0017289,-0.0014603
-0.00081429,-0.0026157
0.0029105,-0.0014661
0.00078665,-0.0021875
-0.0020259,0.00088552
-0.0021356,-0.00041554
0.0011276,0.00057075
0.0010766,0.00058315
-0.00012331,-4.0161e-05
-0.0026832,-0.00064468
-0.00071649,3.502e-05
0.00043283,0.0013917
0.0019955,-0.0003458
-0.0033455,-0.0025203
0.0030306,0.0014515
-0.0015219,0.0020065
-0.0016632,-0.0013517
0.0011307,-1.9748e-05
-0.0029646,0.0023702
0.00025521,-0.0025567
-0.0024267,0.0023569
0.00015224,-0.0043529
0.0017624,0.00050082
0.00088749,-0.0003536
0.00011398,0.0037138
0.0018561,-0.00039253
-0.0028316,-0.00095124
-0.0016812,0.00050322
0.0018546,0.0029023
-0.0017317,-0.0028139
0.00073992,0.0012968
-0.00083815,0.0029145
-0.0019428,1.0652e-05
-0.0018761,0.0017194
-0.00010876,0.00086812
0.00038092,0.00090979
0.0014924,0.0026645
0.0017636,-0.00032792
-0.0028958,-0.0013871
0.0012513,0.00037757
0.0013673,-0.00018937
0.0006093,0.0013291
-0.0011491,0.00071679
0.00095529,-0.0016772
0.00032005,0.0012488
0.00036426,0.0030443
0.00017225,-0.0032025
-0.00047367,0.0023832
0.00051808,-0.0015667
-0.0019072,0.0005559
0.006402,0.039099
0.0029689,-0.0022156
0.0016816,0.0009431
0.00015062,-0.0013447
0.00097373,-0.001351
-0.0026324,0.0014704
0.00066938,-0.0012066
0.00046164,-0.00069827
-0.0015561,-0.00092103
0.0018421,-0.00049958
0.0012846,0.0013985
-0.0030944,-0.0013746
-0.0051112,-0.0026427
-0.0011289,-0.0021224
0.0011146,0.00061824
-0.00098046,0.0024673
-0.0017017,0.001753
-0.0031729,0.0010358
-0.0013856,-0.0015974
-0.0015673,-0.0016719
-0.0022897,0.00096526
-0.0015254,0.0020183
-0.0020808,0.00086982
0.00098805,-0.0020473
-0.00042771,-0.0021689
0.00064489,-0.00022111
-0.0009211,0.0015617
0.00093478,-0.00015846
-0.00099311,-0.0015753
-0.00050757,-0.000698
0.0021461,-0.00048315
0.0006282,0.0017657
-0.0030163,-0.0017378
0.00050618,0.002295
