0.084562,-5.9986e-05,0.002271,0.0026416
0.00074834,0.084067,0.0025362,0.00026299
0.00056921,0.0022725,0.0014859,0.0022556
0.00051408,-0.000585,0.00038735,-0.00086984
0.0011494,-0.0029387,-0.00037585,0.0022578
0.0035956,0.0016351,-0.0024654,0.0036491
0.00048383,-0.00046834,-0.0012687,0.0039754
-0.0011129,-0.00013902,-0.0017996,-0.0016617
0.00014703,-0.0032014,-6.8363e-05,0.0024313
-0.0048794,0.002498,-0.002235,0.0048734
0.00050454,0.0020845,0.0017479,-0.0004692
0.0037504,0.00016736,0.001872,0.0019877
-0.0016683,-0.0038896,-0.0008708,-0.0011815
0.0017405,0.00021198,0.0022088,0.0016217
0.001336,-0.0013123,-0.002279,-6.2728e-05
-0.0019487,0.0026632,-0.0022056,-0.0019656
-0.0003557,0.00074591,-0.0016872,-0.0021785
-0.0036912,0.0018442,-0.0045555,-0.0027268
-0.0023772,-0.001421,-0.0019424,0.0045628
-0.000852,0.0045859,0.00043969,0.0010922
0.00076768,0.0013523,-0.0019908,0.001442
2.0068e-05,-0.0021256,0.001861,-0.0014452
0.0014351,-0.0024283,0.0019035,-0.0022731
0.000496,0.0044836,-0.0016016,0.00052506
0.0013313,0.0011558,-0.0015246,-0.0049498
-0.00094262,-0.0041975,0.0020107,0.0062786
0.0021177,0.00086634,0.0031708,-0.0026766
-0.00083039,-0.00039577,0.0010083,-0.0023512
-0.0013812,0.00056785,0.0018442,-0.0025735
0.0010227,-0.00051377,0.00080928,0.0012559
-0.0015964,-0.0053684,-0.001432,-0.0032172
0.004593,0.0063783,0.0015312,0.0014091
-0.0011392,-0.0045784,-8.6618e-05,0.0036303
4.6945e-05,0.0010761,0.0013616,-0.00010755
0.00047674,0.0015247,-0.0010008,0.0031551
-0.0024681,-0.0017154,-0.0041861,-0.0060971
0.00082093,-0.0032414,-0.0013787,0.00022082
0.0026262,-0.0021871,0.0040415,-0.0036702
-0.0022824,0.00063701,-0.002395,0.0061831
0.00015924,-0.0013072,-0.0048105,0.0047521
-0.0043243,0.0038417,-0.00030004,0.0016788
0.0024268,0.0039792,0.002105,-0.0018593
-0.0023485,0.00018102,-0.0022516,-0.0011733
-0.0019292,0.0020697,0.0017194,-0.0034458
0.0070851,-0.0050807,0.0017945,-0.0072
-0.0045319,-0.0051154,-0.0022769,0.0011698
-0.00082501,0.0017345,0.00055905,0.00040407
0.00015375,-0.0030783,-0.00018068,0.0015527
0.0028989,0.0009853,0.0035213,7.6679e-05
0.0021263,-0.0014106,0.0010684,-0.00092967
0.00054208,-0.0036582,0.004882,-0.0027255
0.0037925,0.0018214,-0.0032298,0.00020394
0.0011749,0.00067239,0.0032113,-0.0032505
-0.00049669,-0.00010606,-0.0013735,0.0014114
0.0017271,0.0014595,-0.00078795,-0.00051579
0.00334,0.00010469,0.0014752,-0.001086
-0.0015041,0.00094828,0.0043758,0.00062864
0.0029259,-0.00025254,-0.0033223,0.0011737
-0.0022342,-0.0030913,0.0012189,0.002867
-0.00021437,-0.0039006,-0.0013382,-0.0021978
0.0017801,-0.0029098,-0.0026063,-0.0017983
0.0014475,0.0023249,0.00073035,-0.00078207
-0.00090406,0.00024893,-0.0012502,0.00042961
-0.0025726,-0.0023815,-0.0021517,0.0012453
-0.0028453,-0.00072938,0.0017701,-5.8163e-05
-0.0011068,-0.0021027,-0.0018608,-0.00065321
0.0019082,0.0012882,-0.0017348,-0.00045955
0.001389,-0.0015518,0.0034354,-0.0024357
0.0021704,0.0031244,-0.002139,0.00059728
0.0029445,0.003685,0.078312,0.0094655
0.0015812,0.0021977,0.0013866,0.0023317
0.0031496,-0.00058936,-0.00063843,-8.5719e-05
0.00068769,-0.00034753,-0.00062597,-0.00058427
-0.0022039,-0.0004468,-4.1007e-05,-0.003937
-0.0032294,0.0037327,0.002633,0.00239
-0.00013511,-0.00060562,0.0048205,0.0038425
-0.002014,-0.0016321,-0.0010398,0.0026921
-0.00076667,0.00056563,0.0020326,-0.0031498
-0.0028796,0.001995,-0.0034966,-0.0018681
0.0010687,0.00115,-0.00012126,0.0014715
-7.882e-05,0.0039261,0.0025864,-0.0012913
-0.0017076,-0.0046016,-0.0015636,-0.0028
0.0043599,-0.0039292,0.0010879,0.00013056
-0.0018508,-0.0011063,0.00017384,0.0022565
-0.0030984,-0.0035415,-0.00046538,0.0021006
-0.002204,0.0035861,-0.0010038,0.0019109
-0.0049899,0.0041509,-0.0016773,-0.00049242
-0.00049276,-0.0003555,-0.0010991,-0.002538
-0.001361,0.0026192,-0.002419,-0.0031539
-0.00093742,-0.00017955,-0.0021993,0.0038645
0.0018349,-0.0013812,-0.00098739,-0.0013199
0.00077303,0.0004753,0.0014078,0.0027041
-0.0014619,0.0030697,0.00029745,0.001787
-0.0023838,-0.0028533,-0.00051676,-0.000296
0.0022931,-0.0011625,-0.0013283,-0.00015024
0.00069907,0.00058736,0.0037142,-0.0021638
-0.00057269,-0.0002065,-0.0012905,0.0022501
0.00051566,0.0032959,-0.0022718,0.0033596
0.0030154,-0.0019343,-0.0024888,0.0028701
-0.00089132,0.0017335,-0.0043966,0.005431
0.0029089,-0.0018842,0.0016927,-0.0042019
-0.0022976,0.0048018,-0.0022084,-0.0020929
0.0019929,0.0019299,-0.00036734,0.0019443
-0.0018676,0.00018946,-0.00071927,-0.00096955
-0.0042775,-0.0075468,-0.0035558,-0.0011633
-0.0022239,-0.0014372,0.00085636,-0.0010781
0.00383,-0.0021046,0.0030951,0.0049157
-0.0011055,0.0050468,-0.0014642,-0.00093016
-0.0040289,-0.004992,-0.0011952,0.00339
-0.001935,-0.0014844,-0.004929,0.00085169
-0.002615,-0.0017599,0.0021442,0.0031614
-0.0040009,-0.0034713,-0.0027459,0.00011745
-0.00057296,-0.0038244,-0.0028286,-0.002447
0.0023722,-0.00032686,0.00024041,-0.0010107
-0.001905,-0.00055437,-0.0025204,-0.00052123
-0.00025517,0.00028272,-0.001782,0.00067139
0.00031742,0.00033522,-0.0026971,0.00532
0.0040574,0.00016644,0.0023268,-0.0013006
0.0014408,0.0011255,0.0012684,0.0025671
0.0030941,-0.0015185,0.00037632,-0.00088402
-0.0045161,-0.00099945,0.0024506,0.0036184
0.0048361,0.0028374,-0.00056894,0.0019108
