-0.0023321,-0.001838,-0.0014951,0.0020504,-0.00049684
0.0034971,-0.00026151,-0.0012891,-0.0021753,-0.0022858
0.0012447,-0.0010897,-0.0027752,-0.00087562,-0.0002164
-0.0016582,-0.0020462,-0.0021746,-0.001992,-0.0020533
0.0011999,-0.0015663,0.0017736,-0.00078013,0.0012679
0.0016186,0.001363,-0.0026389,-0.002791,0.0017536
-0.001318,-0.0020486,0.00051701,-0.00062179,-0.00011875
0.00049465,0.0010007,-0.0014494,-0.0023094,0.0024055
0.00040047,-0.0031331,0.0017972,-0.0035207,-0.00084144
-0.0026429,-0.0005718,-0.0018639,-0.00053536,6.0565e-05
-0.00024878,-0.0029119,0.00095276,-0.0030546,-0.0018838
-0.00068444,0.00060208,0.0032806,0.00019624,-0.00068851
-0.00011346,-0.00032131,0.00055946,0.0015973,-0.0038319
-0.00067524,0.00015773,0.003733,0.0023888,0.0011106
-0.0041179,-0.00024491,-0.00011589,-0.0011753,-0.0013267
-0.0032362,-0.0024079,0.001675,0.00064107,0.00027091
-0.0019543,-0.00095129,0.0002795,-0.00055805,0.00037285
0.00027512,-0.0011535,-0.0018203,-0.00098514,-0.00031719
0.00066195,0.0010733,-0.00068304,-0.0022223,-0.00064779
0.0028844,0.00095067,0.0011109,0.0027413,-0.0037344
0.001566,-0.0018406,-0.0006867,-0.00096645,-0.0028249
0.00084149,-0.0035284,6.4624e-05,0.00081078,-0.0012962
8.7966e-05,-0.00089079,0.00032456,0.0023152,-0.00038618
0.00016155,0.00092459,0.0019084,0.0001068,-0.0042049
0.00026676,0.0057239,-0.0010504,-0.00094175,0.0026942
0.0012535,-0.00027588,-0.0049838,-0.0026737,0.00069619
-4.9987e-05,4.3727e-05,0.0023305,-0.0006512,-0.00086263
0.002156,0.0026534,-0.00023054,-0.00078667,-0.00071929
-0.0011499,0.00034019,0.0015684,-0.0030391,0.0014381
0.00013553,-5.8244e-05,0.003612,-0.00038904,-0.00027675
-0.0018619,-0.00015147,0.00072008,-3.773e-05,0.0027444
0.0034643,0.0008371,0.001934,0.000837,0.0012773
0.0021608,2.2897e-06,0.00051581,-0.00098607,0.00012715
0.0012853,0.0012858,0.00071487,-0.001727,0.00058559
0.00096428,-0.0026132,0.0011373,-0.001321,-0.0038486
-0.001562,-0.0018974,-0.0016898,0.00022233,0.005882
0.0013419,0.0011437,-0.00037108,0.0034471,0.002614
0.0017966,0.0024672,0.00024911,0.003349,0.00080381
-0.0019736,-0.00041945,0.0031248,0.0007496,-0.0031675
-0.0009202,-0.0018789,-0.0022559,0.0016898,0.00036075
-0.00055054,-0.0013086,0.0017465,-0.00061105,4.9392e-05
-3.5041e-06,-0.0044445,-0.0039127,5.364e-05,-0.0019936
-0.0023642,6.3594e-05,-0.0018587,0.00086147,-7.1942e-06
-0.00011523,0.00049271,0.001737,0.00051984,-0.0032971
-0.00063929,0.0012105,-0.003646,0.0012359,0.0026649
-0.0028683,-0.00091625,0.0017237,0.00068318,-0.001781
-0.00084761,0.0017519,-0.0008713,0.0026442,0.0029389
-0.0018888,0.00312,-0.00093546,-0.00089167,0.00065291
-0.0042486,-0.0015937,-0.001218,-0.0028819,0.0029578
0.0023789,0.0035116,-0.0026937,0.0013291,-0.00081134
-0.00075434,-0.001262,0.0024703,0.00015694,-0.0013637
0.002262,-4.3278e-05,0.0012425,0.00050866,0.001542
0.0011802,0.00080551,-0.0027089,-0.0016545,-0.0010231
0.0017202,-0.00047926,-0.002313,-0.0018659,0.00059089
0.0011956,2.4305e-05,0.0012054,0.0020797,-0.001634
0.0016769,-0.00083209,-0.0006403,-0.00086511,-0.0024874
-0.0029843,0.0013445,0.00088741,-0.003601,-0.0028403
0.00046164,0.00040023,0.00099761,-0.0017431,-0.00045143
0.00076564,0.00058477,-0.00038546,0.00043164,-8.1503e-05
0.0017325,0.0019569,0.001484,0.0014429,0.0013061
-0.00022775,1.5102e-05,0.0012676,-0.0064588,0.00098936
0.0010256,-0.00042587,-0.0011301,-0.00047073,0.0013306
0.00049296,-0.00075395,0.00037551,-0.00087191,0.00033589
-0.0029683,0.00099536,-0.00020405,-0.001717,0.00063144
-0.0012031,-0.00086001,0.0033159,-0.00097968,-0.0012583
0.00082794,0.0019043,-0.00063233,0.0004071,-0.00013468
-0.00011481,-0.0014913,-0.00037028,-0.0033709,-0.0011488
-0.0012088,-0.00052312,0.0033192,0.0025265,-0.0046294
0.00093495,-0.0017516,-0.003361,0.0028353,-0.002796
0.038161,0.0051492,-0.0012283,-0.00047109,0.0014194
0.00046373,-0.0011984,-0.0018131,0.0019257,0.00096492
0.0013697,-0.0018012,0.00023636,-0.0014499,-0.0034471
0.0015166,-0.0013867,-0.00031006,-0.0019186,0.00030312
0.00059983,-0.0022903,-0.0010317,0.0028652,0.0010001
0.0024086,-0.0008372,-0.0018324,-0.0013754,-0.0042228
-7.9903e-05,2.8033e-05,0.00036567,-0.0024562,-0.0019845
-0.0020839,-0.0023633,-0.00039469,-0.0033867,0.00026808
0.0020421,-0.0029826,-5.0756e-05,0.001644,-1.3338e-05
0.00067618,-0.0035011,-0.0052932,-0.0012736,-0.0021838
-0.00085023,-0.0012519,5.7011e-05,-0.001979,-0.0015431
0.0023056,-0.0027246,-0.0017285,0.0018558,-0.001929
0.00055487,0.0004974,0.00062351,0.0050926,-0.00047794
0.0020111,-0.0022961,0.0013992,-0.0025768,0.0019988
0.0038568,0.0023753,0.00068786,0.0028526,0.0013184
0.002567,-0.0035477,-0.004263,-0.0016854,-0.0008163
-0.00043185,0.00059505,-0.003644,-0.00044881,0.0011606
3.256e-05,0.0013393,0.0010805,-0.001065,-0.0013277
-0.00011034,-0.0026072,0.000589,0.0013829,-0.0016691
-0.00041111,0.00096095,-0.00093259,-0.00090938,-0.0036473
0.00017599,-0.0014835,-0.0013409,0.00057176,-0.0016753
-0.001059,-0.00046998,0.00085888,0.00043281,-0.0033939
0.0017419,0.00018624,0.00046466,0.00308,-0.00068381
0.00013967,0.0013182,-0.00013495,-0.0011039,0.00083209
-0.0005633,0.0011948,6.6973e-06,0.00032837,-0.00036622
6.1329e-05,0.001934,0.0042558,0.0011974,-0.00029326
0.00035847,-0.0031427,0.0016818,-0.0019478,0.0025317
0.000618,0.0018573,0.00084358,-0.00074351,0.001004
0.0032868,-0.0025414,0.0012,-0.0016374,0.0027654
-0.00015694,0.0037832,0.0010408,0.0014711,0.0033383
0.0011624,-0.00044302,0.0029496,0.0017503,-0.0013283
0.0019255,0.00021555,0.00054682,-0.0011104,0.00013539
0.00093391,-0.0010438,-0.0028846,-0.0035161,0.00010195
-0.001518,0.0011801,0.0011466,0.0027702,-0.00077206
-0.0017209,-0.0018468,-0.00039871,0.0018967,0.00020495
-0.00078323,0.00081152,0.00056778,0.0012587,-0.0012093
0.00093176,-0.0011969,-0.0037236,0.0012094,0.0010404
0.00084296,-0.0005373,0.00071981,0.0012233,0.0025497
-4.2851e-05,0.0016691,0.0022223,0.00065777,-0.0012649
-0.00062961,0.00027801,0.00040266,-0.0021229,0.00052213
0.0026573,-0.0010575,-0.00037936,0.002058,0.00090775
0.00090859,0.00064418,-0.0027588,0.00062873,-0.0010093
-0.00016681,-0.00029331,0.00088885,-0.0012623,0.00077704
-0.00062721,-0.0025547,0.00034301,-0.0014613,-0.0018342
0.0017669,0.0014142,0.0030162,0.00090793,-0.00045745
-0.0017186,0.00096253,-0.00033301,0.00059415,0.00058373
0.0025039,-0.0015545,-0.0015184,-0.0036044,0.00066632
-0.00083064,0.0017982,0.0016692,0.00085956,0.0019282
0.0016682,0.0012383,0.0008854,0.00061496,0.00058108
-0.00010736,0.0012287,0.0021503,-0.00033128,0.0036049
-0.0006552,0.00045222,-0.0021961,-0.005121,0.0013697
-0.00070754,-0.0016352,0.0008397,-0.0013087,-0.0021339
-0.0019997,0.00045204,-0.0024223,0.00045579,-0.00039112
-0.0014497,-0.002252,-0.001109,-0.00060795,0.00019095
