0.038353,5.7087e-05,-0.0022821,-0.0057646
0.00053859,0.038793,0.0026706,0.0010562
-0.00035591,0.0018493,0.0013295,0.00046791
0.00070008,0.0013759,0.0026829,0.0010805
0.0016722,-0.00036489,0.0017757,0.00042037
-0.001322,0.0011422,0.0037583,-0.00087727
0.00043813,-0.0021776,-0.00072267,-4.8511e-05
0.00058441,-0.0010304,0.00030401,0.00084778
0.0015629,0.00025023,2.4751e-06,-0.001171
-0.0007954,-0.0020335,0.00030872,0.002892
0.0029046,-0.0021847,0.0022201,0.00083746
0.0013873,0.001703,0.0020545,0.0031137
-0.0013434,-0.001112,-0.0022952,0.0015153
-0.00050147,0.0018426,0.0013684,-0.0020108
0.0018073,-0.0020653,-0.0015626,-0.0008501
0.00070006,-0.0019181,-0.00018022,-4.6732e-05
0.0016767,-0.00058983,-1.7389e-05,0.0032524
0.002592,-0.00070121,-0.00014445,-0.00089085
8.3664e-06,0.00075393,0.0024574,-0.00027798
-0.00035386,0.00022264,0.0012925,0.0016056
-0.00017081,0.0016643,0.0042454,2.1884e-05
0.00041522,0.0002781,0.00080191,0.00035751
-0.00022316,-0.0013888,-0.0035225,-0.00032892
0.001954,-0.00041633,0.00076623,-0.00067242
-0.0009639,-0.0019995,-0.0021207,-0.00061652
0.0013429,-0.001875,0.00047235,0.00022942
-0.00067527,0.00082827,0.0012356,0.00059493
0.00079759,-0.0030882,-0.0013447,-0.0015738
0.00068282,0.0017044,-0.00013318,0.00069128
-0.0020856,-0.0015101,-0.002687,-0.0014618
-0.001008,0.0021292,0.0003843,4.1063e-05
-0.0026928,0.0020118,-0.00077114,0.0020204
0.0003593,0.00087227,0.0015139,0.00042909
0.00010467,0.0034999,-0.00097133,0.001182
0.0028155,-0.00044837,0.0013762,-0.0018345
-0.00036423,1.7184e-05,0.00062739,0.003036
-0.0019404,-0.0010455,0.00058625,-0.0030508
-0.0014973,-0.0011156,0.0001139,0.00092214
-0.00036756,-0.0021997,-0.0016849,0.00015772
0.00060459,0.00067385,0.00092844,-0.00040776
-0.00064541,-0.00032216,-0.0010858,-0.00096199
0.0013612,0.0026374,-0.00023597,0.00077143
-0.00044157,0.0025528,0.0017731,0.00037579
1.7566e-05,0.00044985,-0.00010176,0.00067452
0.0016409,0.0015107,-0.0039024,-4.103e-05
0.0021601,0.0011598,-0.0012253,0.003245
